,PRED,SIGMA
884,343.74863,105.839714
885,343.71014,105.83574
886,343.67108,105.83145
887,343.63138,105.82686
888,343.59103,105.821915
889,343.55008,105.81673
890,343.50848,105.81113
891,343.4663,105.80531
892,343.4234,105.79908
893,343.37994,105.79256
894,343.33582,105.7858
895,343.29108,105.778694
896,343.24573,105.771225
897,343.19974,105.76349
898,343.15308,105.755455
899,343.10587,105.74704
900,343.05795,105.7383
901,343.00946,105.72941
902,342.96036,105.720116
903,342.91058,105.710526
904,342.86023,105.70066
905,342.8092,105.69044
906,342.7575,105.67991
907,342.70526,105.669136
908,342.65228,105.657936
909,342.59875,105.64652
910,342.5445,105.63472
911,342.4897,105.62268
912,342.43427,105.61031
913,342.3781,105.59757
914,342.32132,105.58461
915,342.26392,105.57134
916,342.2059,105.557785
917,342.14722,105.54388
918,342.08795,105.52969
919,342.02792,105.51508
920,341.96732,105.500305
921,341.90604,105.48515
922,341.84418,105.46974
923,341.78162,105.4541
924,341.71838,105.43803
925,341.65454,105.42172
926,341.59003,105.40513
927,341.52487,105.38819
928,341.45905,105.37093
929,341.39264,105.35346
930,341.32553,105.335625
931,341.25775,105.31747
932,341.18933,105.2991
933,341.12027,105.280304
934,341.05057,105.2613
935,340.98022,105.24203
936,340.9092,105.2224
937,340.83755,105.2024
938,340.7653,105.18223
939,340.69238,105.161674
940,340.6188,105.1408
941,340.5446,105.11959
942,340.46967,105.0981
943,340.39413,105.076324
944,340.318,105.054214
945,340.24115,105.03183
946,340.1637,105.00904
947,340.08563,104.98602
948,340.00696,104.96272
949,339.92755,104.93901
950,339.84747,104.91486
951,339.7668,104.89054
952,339.6856,104.86584
953,339.6037,104.84078
954,339.52118,104.81536
955,339.438,104.78964
956,339.35428,104.76348
957,339.26993,104.73703
958,339.18506,104.710075
959,339.09988,104.68246
960,339.0141,104.65451
961,338.92773,104.626045
962,338.8408,104.597244
963,338.75336,104.56796
964,338.66504,104.53857
965,338.57593,104.50902
966,338.48627,104.47912
967,338.39792,104.44657
968,338.31036,104.41215
969,338.22235,104.377304
970,338.13373,104.34204
971,338.04456,104.30635
972,337.95486,104.27012
973,337.86465,104.233444
974,337.77393,104.196365
975,337.6827,104.15876
976,337.591,104.12063
977,337.4988,104.08205
978,337.4061,104.04289
979,337.31305,104.00319
980,337.21945,103.96289
981,337.12552,103.92213
982,337.0311,103.8807
983,336.93628,103.83874
984,336.84106,103.79604
985,336.74548,103.75279
986,336.6496,103.70889
987,336.5533,103.664314
988,336.45676,103.619026
989,336.35986,103.5731
990,336.26276,103.526436
991,336.16516,103.47904
992,336.06693,103.43107
993,335.9684,103.38229
994,335.8697,103.33279
995,335.77084,103.28249
996,335.67142,103.230736
997,335.57175,103.17791
998,335.4718,103.12411
999,335.37183,103.069435
1000,335.27173,103.01386
1001,335.17157,102.95738
1002,335.0713,102.89981
1003,334.97107,102.84137
1004,334.87073,102.78182
1005,334.77045,102.72126
1006,334.6702,102.65967
1007,334.56998,102.59697
1008,334.46976,102.53318
1009,334.36966,102.46832
1010,334.26968,102.402306
1011,334.16983,102.33514
1012,334.07007,102.26676
1013,333.97046,102.197296
1014,333.87103,102.126595
1015,333.7718,102.054665
1016,333.67242,101.981514
1017,333.57324,101.90717
1018,333.47433,101.831665
1019,333.3756,101.75482
1020,333.27707,101.67679
1021,333.17877,101.59742
1022,333.08078,101.51684
1023,332.98184,101.43301
1024,332.88318,101.34766
1025,332.78473,101.260635
1026,332.68665,101.17258
1027,332.5887,101.0832
1028,332.49103,100.99263
1029,332.39346,100.900795
1030,332.29614,100.80777
1031,332.19907,100.71353
1032,332.10214,100.61805
1033,332.00574,100.52147
1034,331.91632,100.422676
1035,331.82693,100.32271
1036,331.7378,100.22166
1037,331.64877,100.11956
1038,331.55988,100.016426
1039,331.47098,99.91225
1040,331.38214,99.80705
1041,331.29333,99.70095
1042,331.20447,99.594
1043,331.11557,99.48618
1044,331.0297,99.37702
1045,330.94897,99.26635
1046,330.86816,99.15487
1047,330.7871,99.042854
1048,330.7058,98.93018
1049,330.62418,98.81704
1050,330.5414,98.70424
1051,330.45813,98.59099
1052,330.3744,98.47746
1053,330.29004,98.36372
1054,330.2051,98.2496
1055,330.11954,98.1354
1056,330.03204,98.021324
1057,329.9429,97.90734
1058,329.85275,97.79345
1059,329.76163,97.67967
1060,329.66943,97.56625
1061,329.576,97.45305
1062,329.48132,97.340324
1063,329.38525,97.22791
1064,329.29117,97.12164
1065,329.20062,97.02426
1066,329.1082,96.92766
1067,329.01318,96.83201
1068,328.9165,96.737335
1069,328.81793,96.64365
1070,328.71753,96.550896
1071,328.61523,96.45928
1072,328.51123,96.368675
1073,328.40536,96.27924
1074,328.29733,96.19104
1075,328.18704,96.10414
1076,328.07455,96.01868
1077,327.95978,95.93465
1078,327.8426,95.85204
1079,327.7207,95.77121
1080,327.5962,95.69197
1081,327.4764,95.606964
1082,327.37915,95.49734
1083,327.2794,95.38929
1084,327.17664,95.28323
1085,327.07092,95.179276
1086,326.9623,95.07759
1087,326.8612,94.977615
1088,326.75702,94.87977
1089,326.65073,94.783554
1090,326.55646,94.67366
1091,326.4658,94.55874
1092,326.37036,94.447754
1093,326.2702,94.34056
1094,326.1653,94.23705
1095,326.0557,94.13726
1096,325.94098,94.04267
1097,325.82422,93.96089
1098,325.7111,93.895836
1099,325.59512,93.836685
1100,325.47482,93.78063
1101,325.35022,93.72774
1102,325.22144,93.67777
1103,325.0885,93.63076
1104,324.95154,93.58648
1105,324.81064,93.544846
1106,324.66553,93.506195
1107,324.51703,93.47102
1108,324.36563,93.439285
1109,324.2106,93.40978
1110,324.05225,93.38235
1111,323.8884,93.358444
1112,323.72095,93.3367
1113,323.55045,93.31662
1114,323.39005,93.31971
1115,323.23413,93.33663
1116,323.0754,93.35514
1117,322.91412,93.375404
1118,322.7514,93.39745
1119,322.58643,93.42032
1120,322.4189,93.444435
1121,322.2489,93.46962
1122,322.07645,93.4959
1123,321.9016,93.52316
1124,321.7244,93.55138
1125,321.54492,93.580475
1126,321.3631,93.610306
1127,321.17914,93.64088
1128,320.993,93.6722
1129,320.8047,93.704094
1130,320.61435,93.736626
1131,320.4219,93.76962
1132,320.22873,93.80253
1133,320.035,93.83515
1134,319.8394,93.868065
1135,319.6422,93.90093
1136,319.44318,93.934135
1137,319.24222,93.967514
1138,319.03937,94.00131
1139,318.83456,94.03548
1140,318.62793,94.06983
1141,318.41946,94.104355
1142,318.20917,94.13904
1143,317.997,94.17375
1144,317.78302,94.20854
1145,317.56732,94.24334
1146,317.34985,94.278114
1147,317.13055,94.31296
1148,316.90945,94.34766
1149,316.6865,94.38234
1150,316.4617,94.416885
1151,316.2351,94.451324
1152,316.00668,94.48566
1153,315.7763,94.51985
1154,315.5441,94.55388
1155,315.3109,94.589386
1156,315.07645,94.62569
1157,314.84,94.661766
1158,314.6016,94.697624
1159,314.36118,94.73325
1160,314.1187,94.76868
1161,313.87418,94.803825
1162,313.6275,94.8388
1163,313.37842,94.87381
1164,313.12738,94.90842
1165,312.89377,94.92267
1166,312.6584,94.93622
1167,312.4208,94.94937
1168,312.18097,94.96216
1169,311.93866,94.97448
1170,311.69403,94.98648
1171,311.447,94.998024
1172,311.19733,95.00911
1173,310.94516,95.01988
1174,310.69025,95.03014
1175,310.43256,95.04001
1176,310.17206,95.04945
1177,309.9084,95.05841
1178,309.64163,95.06702
1179,309.37152,95.075195
1180,309.09503,95.08348
1181,308.809,95.0924
1182,308.51874,95.1011
1183,308.2247,95.11037
1184,307.92664,95.12067
1185,307.62677,95.13035
1186,307.32355,95.13975
1187,307.01443,95.14915
1188,306.69843,95.1592
1189,306.3732,95.170586
1190,306.03992,95.182655
1191,305.6975,95.19556
1192,305.34442,95.20982
1193,304.97876,95.225945
1194,304.59885,95.24515
1195,304.20193,95.2674
1196,303.78552,95.293724
1197,303.34726,95.32518
1198,302.88663,95.36241
1199,302.4061,95.4054
1200,301.9124,95.45289
1201,301.41833,95.50177
1202,300.94125,95.54702
1203,300.51624,95.57776
1204,300.1492,95.59093
1205,299.82877,95.58891
1206,299.5558,95.57078
1207,299.3259,95.53731
1208,299.1328,95.49038
1209,298.97064,95.433266
1210,298.8289,95.367676
1211,298.70145,95.29571
1212,298.58313,95.21913
1213,298.4768,95.133804
1214,298.3836,95.037544
1215,298.30316,94.93319
1216,298.22806,94.82517
1217,298.15094,94.715324
1218,298.06808,94.60125
1219,297.9818,94.48702
1220,297.89328,94.37168
1221,297.82175,94.250275
1222,297.75177,94.12924
1223,297.6821,94.00613
1224,297.60858,93.88502
1225,297.53638,93.765396
1226,297.47653,93.64401
1227,297.45538,93.51286
1228,297.55237,93.34656
1229,297.89474,93.107925
1230,298.47455,92.80965
1231,298.73703,92.61535
1232,298.5572,92.53776
1233,298.21918,92.50068
1234,297.94714,92.44653
1235,297.75586,92.369
1236,297.5836,92.282295
1237,297.40482,92.192444
1238,297.21674,92.103165
1239,297.02054,92.01455
1240,296.81686,91.92487
1241,296.69232,91.81
1242,296.6144,91.67913
1243,296.5408,91.53975
1244,296.48434,91.38175
1245,296.4187,91.22889
1246,296.34525,91.08112
1247,296.26608,90.93628
1248,296.1835,90.79271
1249,296.08508,90.65783
1250,295.98517,90.523026
1251,295.87067,90.396225
1252,295.7431,90.27653
1253,295.6442,90.13915
1254,296.64673,89.356094
1255,303.27304,86.08826
1256,304.13104,85.61561
1257,304.394,85.35817
1258,304.64545,85.11034
1259,304.87613,84.874596
1260,305.10226,84.646034
1261,305.1004,84.48457
1262,304.88266,84.386986
1263,304.46063,84.34956
1264,303.89404,84.35792
1265,303.24707,84.39934
1266,302.5688,84.46044
1267,301.9205,84.52076
1268,301.3529,84.55528
1269,301.04678,84.49461
1270,301.13205,84.28925
1271,301.44904,84.00271
1272,301.98865,83.647606
1273,302.72128,83.24863
1274,305.11627,82.47127
1275,313.55225,81.8521
1276,315.84106,82.07349
1277,316.22266,82.051865
1278,316.36633,81.99206
1279,316.40155,81.91394
1280,316.37518,81.825874
1281,316.28104,81.729675
1282,316.13486,81.634346
1283,315.96085,81.53615
1284,315.7704,81.43739
1285,315.56628,81.34192
1286,315.35443,81.24916
1287,315.1378,81.15776
1288,314.9166,81.06775
1289,314.69382,80.98012
1290,314.47037,80.89446
1291,314.24347,80.80682
1292,314.04147,80.68805
1293,313.852,80.57495
1294,313.66364,80.47164
1295,313.47165,80.37166
1296,313.2685,80.26386
1297,313.0602,80.15736
1298,312.847,80.05214
1299,312.63226,79.94897
1300,312.41406,79.847305
1301,312.1913,79.746864
1302,311.96417,79.64769
1303,311.73254,79.549675
1304,311.49658,79.45278
1305,311.24612,79.367355
1306,310.98676,79.28772
1307,310.72293,79.20921
1308,310.4545,79.13211
1309,310.18164,79.05613
1310,309.90463,78.98104
1311,309.62363,78.90683
1312,309.33633,78.83567
1313,309.03436,78.77634
1314,308.7287,78.7166
1315,308.4194,78.65603
1316,308.10733,78.59524
1317,307.7926,78.534256
1318,307.47577,78.47234
1319,307.15778,78.409065
1320,306.83798,78.34564
1321,306.5115,78.28479
1322,306.18182,78.22409
1323,305.86282,78.13954
1324,305.54166,78.04991
1325,305.22235,77.956566
1326,304.90717,77.85743
1327,304.59772,77.75143
1328,304.29572,77.6372
1329,303.9972,77.51947
1330,303.6991,77.40233
1331,303.41193,77.27501
1332,303.13638,77.13658
1333,302.87692,76.984505
1334,302.63562,76.818
1335,302.41266,76.637764
1336,302.1993,76.449844
1337,302.01056,76.24405
1338,301.86508,76.00924
1339,301.74957,75.756874
1340,301.65997,75.48966
1341,301.62885,75.18743
1342,301.72327,74.81066
1343,302.01328,74.32447
1344,302.20575,73.91676
1345,302.2108,73.630806
1346,302.1047,73.41157
1347,301.92493,73.23742
1348,301.6893,73.0966
1349,301.40692,72.98319
1350,301.08344,72.89309
1351,300.72345,72.82255
1352,300.33057,72.766655
1353,299.91055,72.725716
1354,299.46167,72.70417
1355,298.98303,72.70511
1356,298.4856,72.717125
1357,297.97275,72.737724
1358,297.45227,72.758644
1359,296.91995,72.78605
1360,296.37735,72.818954
1361,295.82578,72.85645
1362,295.2665,72.89768
1363,294.69562,72.94847
1364,294.11386,73.008026
1365,293.52823,73.0679
1366,292.94495,73.12061
1367,292.36356,73.16672
1368,291.7827,73.208176
1369,291.204,73.24306
1370,290.62933,73.268234
1371,290.0603,73.28119
1372,289.49976,73.27969
1373,288.94995,73.26072
1374,288.4165,73.224594
1375,287.89932,73.165924
1376,287.39792,73.082634
1377,286.9775,72.89226
1378,286.57864,72.67076
1379,286.19116,72.43187
1380,285.80475,72.186844
1381,285.41986,71.93545
1382,285.0336,71.6783
1383,284.64755,71.41949
1384,284.25714,71.16294
1385,283.8611,70.90959
1386,283.45883,70.659874
1387,283.03162,70.43775
1388,282.58112,70.24154
1389,282.11722,70.05863
1390,281.63995,69.88886
1391,281.14987,69.73148
1392,280.64664,69.5845
1393,280.13297,69.44693
1394,279.6104,69.3172
1395,279.07996,69.19414
1396,278.5681,69.04493
1397,278.07632,68.86828
1398,277.5797,68.69495
1399,277.08185,68.52073
1400,276.58545,68.34432
1401,276.087,68.16851
1402,275.58655,67.99286
1403,275.08435,67.81753
1404,274.58096,67.64224
1405,274.07672,67.46721
1406,273.5702,67.293396
1407,273.06104,67.12144
1408,272.55338,66.94589
1409,272.05435,66.76316
1410,271.56073,66.58358
1411,271.06445,66.40671
1412,270.5729,66.24403
1413,270.07712,66.08208
1414,269.5767,65.92031
1415,269.0735,65.76151
1416,268.5671,65.60492
1417,268.05673,65.449875
1418,267.54556,65.29588
1419,267.036,65.14139
1420,266.53098,64.98401
1421,266.03943,64.81634
1422,265.55908,64.644646
1423,265.0824,64.468124
1424,264.61078,64.28462
1425,264.161,64.10334
1426,263.75018,63.94079
1427,263.35907,63.76974
1428,262.9739,63.58175
1429,262.606,63.368145
1430,262.2563,63.123657
1431,261.88644,62.88922
1432,261.52054,62.64504
1433,261.17017,62.378624
1434,260.83853,62.075806
1435,260.51285,61.766945
1436,260.16232,61.451344
1437,259.7438,61.12913
1438,259.21954,60.798252
1439,258.51382,60.47038
1440,257.5572,60.16462
1441,256.22592,59.919712
1442,254.53479,59.79773
1443,252.80045,59.80176
1444,251.392,59.827698
1445,250.22208,59.84664
1446,249.05917,59.912647
1447,247.74379,60.094147
1448,246.1831,60.67147
1449,244.14267,61.66694
1450,242.01266,62.88022
1451,239.94633,64.20394
1452,237.77893,65.74765
1453,235.77094,67.29227
1454,234.17761,68.5567
1455,233.10585,69.37316
1456,232.4158,69.83175
1457,231.97256,70.05587
1458,231.64514,70.159966
1459,231.39221,70.18214
1460,231.18478,70.15067
1461,231.00586,70.08259
1462,230.84401,69.985756
1463,230.68933,69.86114
1464,230.54237,69.721016
1465,230.39877,69.56925
1466,230.25731,69.40761
1467,230.12299,69.23123
1468,229.99472,69.04151
1469,229.87001,68.845604
1470,229.74384,68.64444
1471,229.61563,68.438736
1472,229.4853,68.22891
1473,229.33876,68.02393
1474,229.19977,67.81013
1475,229.06926,67.60678
1476,228.95981,67.4391
1477,228.84769,67.26886
1478,228.73218,67.095566
1479,228.61621,66.91625
1480,228.49667,66.7342
1481,228.36461,66.53772
1482,228.22589,66.33652
1483,228.08179,66.13555
1484,227.96841,65.91704
1485,227.84998,65.69762
1486,227.72787,65.47656
1487,227.59949,65.2553
1488,227.46574,65.03389
1489,227.32675,64.81195
1490,227.1824,64.58969
1491,227.0322,64.36651
1492,226.87494,64.14048
1493,226.71246,63.914642
1494,226.54758,63.689102
1495,226.42642,63.53581
1496,226.30386,63.381786
1497,226.17636,63.229153
1498,226.03946,63.085503
1499,225.90068,62.949165
1500,225.75853,62.814938
1501,225.61072,62.67996
1502,225.45738,62.54315
1503,225.2963,62.399815
1504,225.13144,62.256783
1505,224.96432,62.115692
1506,224.80077,61.97484
1507,224.69055,61.807106
1508,224.60106,61.636063
1509,224.51102,61.466766
1510,224.42088,61.299297
1511,224.33115,61.13357
1512,224.24222,60.969727
1513,224.1437,60.812283
1514,224.03036,60.66363
1515,223.91827,60.517353
1516,223.81482,60.369953
1517,223.73724,60.211727
1518,223.6613,60.05741
1519,223.58868,59.90555
1520,223.52573,59.761543
1521,223.47809,59.632023
1522,223.43956,59.503853
1523,223.41068,59.377216
1524,223.40121,59.25183
1525,223.4039,59.129124
1526,223.4083,59.008446
1527,223.3775,58.88286
1528,223.31168,58.74845
1529,223.21657,58.61712
1530,223.08185,58.48735
1531,222.90549,58.35477
1532,222.67093,58.224995
1533,222.38443,58.09731
1534,222.04941,57.971844
1535,221.68466,57.848236
1536,221.30817,57.742893
1537,220.92668,57.648987
1538,220.55838,57.550327
1539,220.19235,57.44949
1540,219.78079,57.350437
1541,219.24377,57.263035
1542,218.53816,57.19726
1543,217.74786,57.157154
1544,217.02786,57.115505
1545,216.45079,57.054676
1546,215.99951,56.963142
1547,215.76468,56.801384
1548,215.62225,56.617195
1549,215.4817,56.432198
1550,215.33582,56.247673
1551,215.18109,56.063614
1552,215.01724,55.88049
1553,214.88809,55.686214
1554,214.74759,55.490753
1555,214.60669,55.291332
1556,214.46114,55.089436
1557,214.30563,54.884052
1558,214.14105,54.674404
1559,213.9696,54.45933
1560,213.79846,54.23649
1561,213.62157,54.006474
1562,213.44327,53.768055
1563,213.2587,53.522003
1564,213.07895,53.26356
1565,212.91928,52.988556
1566,212.75458,52.70487
1567,212.58517,52.41234
1568,212.40823,52.112057
1569,212.22757,51.798065
1570,212.04156,51.476727
1571,211.87807,51.142723
1572,211.71277,50.80301
1573,211.53735,50.460556
1574,211.34119,50.120403
1575,211.08557,49.796295
1576,210.82944,49.48463
1577,210.58112,49.166836
1578,210.31232,48.850834
1579,210.03589,48.533672
1580,209.75278,48.21461
1581,209.46458,47.89234
1582,209.17035,47.56249
1583,208.87573,47.2265
1584,208.56573,46.889473
1585,208.25806,46.548187
1586,207.95273,46.198387
1587,207.65305,45.83821
1588,207.36589,45.462585
1589,207.08688,45.073895
1590,206.8193,44.66926
1591,206.56876,44.2445
1592,206.34137,43.794556
1593,206.14981,43.310078
1594,206.02634,42.770084
1595,206.0273,42.138054
1596,206.20898,41.38433
1597,206.58856,40.517433
1598,207.10687,39.597157
1599,207.67258,38.67771
1600,208.08015,37.864567
1601,208.28038,37.155804
1602,208.32404,36.510727
1603,208.32193,35.88061
1604,208.31726,35.251102
1605,208.29672,34.635452
1606,208.31491,34.05202
1607,208.33466,33.46225
1608,208.37169,32.858997
1609,208.40689,32.255478
1610,208.45422,31.646729
1611,208.58118,31.001171
1612,208.7125,30.433228
1613,208.95056,30.146585
1614,209.11609,29.88425
1615,209.2146,29.630644
1616,209.28584,29.382578
1617,209.29727,29.146788
1618,209.26012,28.932478
1619,209.16473,28.731674
1620,209.00647,28.550392
1621,208.8671,28.297596
1622,208.7376,27.98738
1623,208.56108,27.686974
1624,208.31589,27.430567
1625,208.0484,27.179596
1626,207.77347,26.952448
1627,207.48663,26.732538
1628,207.18604,26.524862
1629,206.8687,26.320139
1630,206.53873,26.11714
1631,206.20876,25.902689
1632,205.87115,25.717428
1633,205.53224,25.53882
1634,205.18465,25.351261
1635,204.82578,25.150843
1636,204.48189,24.988342
1637,204.15271,24.863253
1638,203.822,24.764797
1639,203.50319,24.701763
1640,203.17903,24.652508
1641,202.84772,24.604712
1642,202.51035,24.555576
1643,202.1622,24.51142
1644,201.8336,24.437048
1645,201.578,24.274937
1646,201.29579,24.139252
1647,200.96559,24.050335
1648,200.61996,23.97518
1649,200.2702,23.902037
1650,199.91656,23.831034
1651,199.55893,23.762592
1652,199.19821,23.697384
1653,198.87839,23.61904
1654,198.61827,23.491457
1655,198.38805,23.428791
1656,198.19319,23.439526
1657,198.09676,23.376787
1658,197.99623,23.315157
1659,197.88171,23.261621
1660,197.7525,23.216602
1661,197.61166,23.17529
1662,197.44632,23.121023
1663,197.27348,23.066511
1664,197.09056,23.015247
1665,196.85516,23.009174
1666,196.59573,23.019873
1667,196.32954,23.03395
1668,196.05719,23.052275
1669,195.77045,23.080408
1670,195.4821,23.109077
1671,195.19049,23.131481
1672,194.8926,23.143988
1673,194.58548,23.162395
1674,194.2461,23.215754
1675,193.91118,23.265774
1676,193.58351,23.310904
1677,193.26762,23.348804
1678,193.00824,23.327435
1679,192.76279,23.295334
1680,192.53046,23.254015
1681,192.31154,23.203365
1682,192.1255,23.11882
1683,191.96474,23.007826
1684,191.8218,22.877335
1685,191.76941,22.81006
1686,191.78052,22.767456
1687,191.82024,22.69218
1688,191.88916,22.576311
1689,191.98622,22.414352
1690,192.11285,22.200214
1691,192.2669,21.931337
1692,192.42133,21.638733
1693,192.58615,21.30549
1694,192.75415,20.947296
1695,192.91312,20.592043
1696,193.02887,20.26015
1697,193.09003,19.96445
1698,193.09541,19.701769
1699,193.04247,19.477102
1700,192.92432,19.29859
1701,192.73969,19.169563
1702,192.49231,19.082777
1703,192.17859,19.03714
1704,191.80026,19.030926
1705,191.38815,19.05976
1706,190.95564,19.125187
1707,190.51083,19.225258
1708,190.05006,19.35639
1709,189.51466,19.50772
1710,188.88641,19.658722
1711,188.16333,19.796787
1712,187.36914,19.90473
1713,186.50266,19.996614
1714,185.80453,20.211864
1715,185.03812,20.427723
1716,184.35461,20.652336
1717,183.5271,20.772038
1718,182.70181,20.89519
1719,181.80127,20.961174
1720,180.84207,20.983065
1721,179.86417,20.994425
1722,178.8796,21.010462
1723,177.88072,21.01779
1724,176.86922,21.029064
1725,175.84833,21.055618
1726,174.83914,21.086945
1727,173.8333,21.133057
1728,172.82281,21.17248
1729,171.83282,21.229763
1730,170.84566,21.31161
1731,169.84709,21.414474
1732,168.87451,21.51873
1733,167.92442,21.625496
